Organism,Genus,G.Size (MB),G.Size (pg),Angiosperm Group
Nasturtium officinale,Nasturtium,371.64,0.38,Eudicot
Nasturtium x sterile,Nasturtium,537.9,0.55,Eudicot
Nasturtium microphyllum,Nasturtium,704.16,0.72,Eudicot
Nauclea orientalis,Nauclea,1740.84,1.78,Eudicot
Nauplius sericeus,Nauplius,841.08,0.86,Eudicot
Nauplius intermedius,Nauplius,841.08,0.86,Eudicot
Navarretia squarrosa,Navarretia,1290.96,1.32,Eudicot
Navia splendens,Navia,694.38,0.71,Monocot
Nectaroscordum siculum,Nectaroscordum,37995.3,38.85,Monocot
Neillia simensis,Neillia,273.84,0.28,Eudicot
Nelumbo nucifera,Nelumbo,234.72,0.24,Eudicot
Nelumbo lutea,Nelumbo,948.66,0.97,Eudicot
Nemophila menziesii,Nemophila,1222.5,1.25,Eudicot
Nenax cinerea,Nenax,713.94,0.73,Eudicot
Nenax microphylla,Nenax,909.54,0.93,Eudicot
Neobuxbaumia polylopha,Neobuxbaumia,1564.8,1.6,Eudicot
Neochamaelea pulverulenta,Neochamaelea,733.5,0.75,Eudicot
Neofinetia falcata,Neofinetia,2298.3,2.35,Monocot
Neopallasia pectinata,Neopallasia,5163.84,5.28,Eudicot
Neotorularia humilis,Neotorularia,1026.9,1.05,Eudicot
Neottia nidus-avis,Neottia,16929.18,17.31,Monocot
Nepenthes pervillei,Nepenthes,273.84,0.28,Eudicot
Nepeta teydea,Nepeta,273.84,0.28,Eudicot
Nerine rehmannii,Nerine,8802,9,Monocot
Nerine gaberonensis,Nerine,8802,9,Monocot
Nerine marincowitzii,Nerine,9144.3,9.35,Monocot
Nerine filamentosa,Nerine,9633.3,9.85,Monocot
Nerine pancratioides,Nerine,10709.1,10.95,Monocot
Nerine gibsonii,Nerine,10758,11,Monocot
Nerine platypetala,Nerine,10904.7,11.15,Monocot
Nerine masoniorum,Nerine,11100.3,11.35,Monocot
Nerine appendiculata,Nerine,11149.2,11.4,Monocot
Nerine frithii,Nerine,11295.9,11.55,Monocot
Nerine angustifolia,Nerine,11491.5,11.75,Monocot
Nerine filifolia,Nerine,11540.4,11.8,Monocot
Nerine gracilis,Nerine,12029.4,12.3,Monocot
Nerine humilis,Nerine,12371.7,12.65,Monocot
Nerine sarniensis,Nerine,12665.1,12.95,Monocot
Nerine pudica,Nerine,12811.8,13.1,Monocot
Nerine ridleyi,Nerine,12811.8,13.1,Monocot
Nerine laticoma,Nerine,13105.2,13.4,Monocot
Nerine duparquetiana,Nerine,13447.5,13.75,Monocot
Nerine pusilla,Nerine,13692,14,Monocot
Nerine undulata,Nerine,13887.6,14.2,Monocot
Nerine krigei,Nerine,15843.6,16.2,Monocot
Nerine bowdenii,Nerine,17261.7,17.65,Monocot
Nerine ridleyi,Nerine,19315.5,19.75,Monocot
Nerine sarniensis,Nerine,19413.3,19.85,Monocot
Nertera granadensis,Nertera,1202.94,1.23,Eudicot
Neslia paniculata,Neslia,195.6,0.2,Eudicot
Neviusia alabamensis,Neviusia,489,0.5,Eudicot
Nicotiana trigonophylla,Nicotiana,1398.54,1.43,Eudicot
Nicotiana obtusifolia,Nicotiana,1515.9,1.55,Eudicot
Nicotiana setchellii,Nicotiana,2151.6,2.2,Eudicot
Nicotiana glutinosa,Nicotiana,2190.72,2.24,Eudicot
Nicotiana petunioides,Nicotiana,2229.84,2.28,Eudicot
Nicotiana linearis,Nicotiana,2278.74,2.33,Eudicot
Nicotiana palmerii,Nicotiana,2327.64,2.38,Eudicot
Nicotiana undulata,Nicotiana,2366.76,2.42,Eudicot
Nicotiana alata,Nicotiana,2376.54,2.43,Eudicot
Nicotiana rotundifolia,Nicotiana,2376.54,2.43,Eudicot
Nicotiana attenuata,Nicotiana,2425.44,2.48,Eudicot
Nicotiana sylvestris,Nicotiana,2640.6,2.7,Eudicot
Nicotiana tomentosiformis,Nicotiana,2679.72,2.74,Eudicot
Nicotiana wigandioides,Nicotiana,2787.3,2.85,Eudicot
Nicotiana miersii,Nicotiana,2816.64,2.88,Eudicot
Nicotiana paniculata,Nicotiana,2885.1,2.95,Eudicot
Nicotiana corymbosa,Nicotiana,2885.1,2.95,Eudicot
Nicotiana exigua,Nicotiana,2934,3,Eudicot
Nicotiana occidentalis,Nicotiana,2982.9,3.05,Eudicot
Nicotiana pauciflora,Nicotiana,3012.24,3.08,Eudicot
Nicotiana gossei,Nicotiana,3080.7,3.15,Eudicot
Nicotiana noctiflora,Nicotiana,3080.7,3.15,Eudicot
Nicotiana knightiana,Nicotiana,3090.48,3.16,Eudicot
Nicotiana forgetiana,Nicotiana,3129.6,3.2,Eudicot
Nicotiana benthamiana,Nicotiana,3129.6,3.2,Eudicot
Nicotiana maritima,Nicotiana,3178.5,3.25,Eudicot
Nicotiana otophora,Nicotiana,3207.84,3.28,Eudicot
Nicotiana acuminata,Nicotiana,3227.4,3.3,Eudicot
Nicotiana tomentosa,Nicotiana,3227.4,3.3,Eudicot
Nicotiana fragrans,Nicotiana,3256.74,3.33,Eudicot
Nicotiana excelsior,Nicotiana,3305.64,3.38,Eudicot
Nicotiana nudicaulis,Nicotiana,3481.68,3.56,Eudicot
Nicotiana thyrsiflora,Nicotiana,3667.5,3.75,Eudicot
Nicotiana goodspeedii,Nicotiana,3814.2,3.9,Eudicot
Nicotiana longiflora,Nicotiana,3960.9,4.05,Eudicot
Nicotiana bonariensis,Nicotiana,3990.24,4.08,Eudicot
Nicotiana clevelandii,Nicotiana,4048.92,4.14,Eudicot
Nicotiana plumbaginifolia,Nicotiana,4058.7,4.15,Eudicot
Nicotiana bigelovii,Nicotiana,4088.04,4.18,Eudicot
Nicotiana quadrivalvis,Nicotiana,4156.5,4.25,Eudicot
Nicotiana raimondii,Nicotiana,4234.74,4.33,Eudicot
Nicotiana langsdorffii,Nicotiana,4254.3,4.35,Eudicot
Nicotiana carodifolia,Nicotiana,4381.44,4.48,Eudicot
Nicotiana benavidesii,Nicotiana,4430.34,4.53,Eudicot
Nicotiana stocktonii,Nicotiana,4890,5,Eudicot
Nicotiana nesophila,Nicotiana,4919.34,5.03,Eudicot
Nicotiana arentsii,Nicotiana,4948.68,5.06,Eudicot
Nicotiana tabacum,Nicotiana,5066.04,5.18,Eudicot
Nicotiana solanifolia,Nicotiana,5114.94,5.23,Eudicot
Nicotiana rustica,Nicotiana,5183.4,5.3,Eudicot
Nicotiana glauca,Nicotiana,5212.74,5.33,Eudicot
Nicotiana repanda,Nicotiana,5320.32,5.44,Eudicot
Nicotiana acaulis,Nicotiana,5770.2,5.9,Eudicot
Nicotiana debneyi,Nicotiana,5868,6,Eudicot
Nicotiana suaveolens,Nicotiana,6239.64,6.38,Eudicot
Nigella damascena,Nigella,10317.9,10.55,Eudicot
Nigella sativa,Nigella,10396.14,10.63,Eudicot
Nipponanthemum nipponicum,Nipponanthemum,5809.32,5.94,Eudicot
Noccaea alpestris,Noccaea,234.72,0.24,Eudicot
Nolina microcarpa,Nolina,5183.4,5.3,Monocot
Nolina bigelovii,Nolina,5330.1,5.45,Monocot
Nolina matapensis,Nolina,6435.24,6.58,Monocot
Nolina recurvata,Nolina,8704.2,8.9,Monocot
Nopalea cochenillifera,Nopalea,958.44,0.98,Eudicot
Normanbya normanbyi,Normanbya,4743.3,4.85,Monocot
Notholirion thomsonianum,Notholirion,34503.84,35.28,Monocot
Nothoscordum nudicaule,Nothoscordum,22963.44,23.48,Monocot
Notylia barkeri,Notylia,1075.8,1.1,Monocot
Nuphar luteum,Nuphar,2474.34,2.53,Basal Angiosperm
Nuphar pumila,Nuphar,2572.14,2.63,Basal Angiosperm
Nuytsia floribunda,Nuytsia,2865.54,2.93,Eudicot
Nyctanthes arbor-tristis,Nyctanthes,1202.94,1.23,Eudicot
Nymphaea caerula,Nymphaea,537.9,0.55,Basal Angiosperm
Nymphaea mexicana,Nymphaea,733.5,0.75,Basal Angiosperm
Nymphaea odorata,Nymphaea,762.84,0.78,Basal Angiosperm
Nymphaea capensis,Nymphaea,762.84,0.78,Basal Angiosperm
Nymphaea nouchali,Nymphaea,782.4,0.8,Basal Angiosperm
Nymphaea lotus,Nymphaea,1056.24,1.08,Basal Angiosperm
Nymphaea tetragona,Nymphaea,1789.74,1.83,Basal Angiosperm
Nymphaea alba,Nymphaea,1946.22,1.99,Basal Angiosperm
Nymphaea odorata,Nymphaea,2249.4,2.3,Basal Angiosperm
Nymphoides peltata,Nymphoides,713.94,0.73,Eudicot
Nypa fruticans,Nypa,1154.04,1.18,Monocot
Ochna serrulata,Ochna,968.22,0.99,Eudicot
Ocotea foetens,Ocotea,1173.6,1.2,Basal Angiosperm
Odontites lutea,Odontites,557.46,0.57,Eudicot
Odontites verna,Odontites,557.46,0.57,Eudicot
Odontoglossum wyattianum,Odontoglossum,3863.1,3.95,Monocot
Odontoglossum spectatissimum,Odontoglossum,4205.4,4.3,Monocot
Odontostomum hartwegii,Odontostomum,2503.68,2.56,Monocot
Oenanthe fistulosa,Oenanthe,616.14,0.63,Eudicot
Oenanthe crocata,Oenanthe,635.7,0.65,Eudicot
Oenocarpus bataua,Oenocarpus,3843.54,3.93,Monocot
Oenothera glazoviana,Oenothera,1124.7,1.15,Eudicot
Oenothera ammophila,Oenothera,1144.26,1.17,Eudicot
Oenothera lamarckiana,Oenothera,1163.82,1.19,Eudicot
Oenothera biennis,Oenothera,1193.16,1.22,Eudicot
Oenothera fruticosa,Oenothera,1418.1,1.45,Eudicot
Olea cerasiformis,Olea,1467,1.5,Eudicot
Olea africana,Olea,1545.24,1.58,Eudicot
Olea indica,Olea,1643.04,1.68,Eudicot
Olea ferruginea,Olea,1809.3,1.85,Eudicot
Olea europaea,Olea,1907.1,1.95,Eudicot
Olea cuspidata,Olea,2024.46,2.07,Eudicot
Olea maderensis,Olea,2924.22,2.99,Eudicot
Olearia pimeleoides,Olearia,5995.14,6.13,Eudicot
Olimarabidopsis pumila,Olimarabidopsis,342.3,0.35,Eudicot
Olimarabidopsis cabulica,Olimarabidopsis,518.34,0.53,Eudicot
Olneya tesota,Olneya,958.44,0.98,Eudicot
Oncidium leucochilum,Oncidium,586.8,0.6,Monocot
Oncidium flexuosum,Oncidium,1075.8,1.1,Monocot
Oncidium ascendens,Oncidium,1662.6,1.7,Monocot
Oncidium marshallianum,Oncidium,1789.74,1.83,Monocot
Oncidium crispum,Oncidium,1887.54,1.93,Monocot
Oncidium ovatilabium,Oncidium,1887.54,1.93,Monocot
Oncidium varuelum,Oncidium,1907.1,1.95,Monocot
Oncidium tricostatum,Oncidium,1985.34,2.03,Monocot
Oncidium excavatum,Oncidium,2083.14,2.13,Monocot
Oncidium ochmatochilum,Oncidium,2180.94,2.23,Monocot
Oncidium sphacelatum,Oncidium,2298.3,2.35,Monocot
Oncidium ampliatum,Oncidium,2445,2.5,Monocot
Oncidium serratum,Oncidium,2640.6,2.7,Monocot
Oncidium loxense,Oncidium,2738.4,2.8,Monocot
Oncidium robustissimum,Oncidium,2767.74,2.83,Monocot
Oncidium ornithorynchum,Oncidium,2816.64,2.88,Monocot
Oncidium wentworthianum,Oncidium,2865.54,2.93,Monocot
Oncidium stenotis,Oncidium,2963.34,3.03,Monocot
Oncidium aloisii,Oncidium,2982.9,3.05,Monocot
Oncidium onustum,Oncidium,2982.9,3.05,Monocot
Oncidium caediochilum,Oncidium,3031.8,3.1,Monocot
Oncidium ansiferum,Oncidium,3080.7,3.15,Monocot
Oncidium globuliferum,Oncidium,3129.6,3.2,Monocot
Oncidium trilobum,Oncidium,3207.84,3.28,Monocot
Oncidium bracteatum,Oncidium,3207.84,3.28,Monocot
Oncidium floridanum,Oncidium,3227.4,3.3,Monocot
Oncidium aff. cimiciferum,Oncidium,3354.54,3.43,Monocot
Oncidium baueri,Oncidium,4381.44,4.48,Monocot
Oncidium endocharis,Oncidium,4498.8,4.6,Monocot
Oncidium microchilum,Oncidium,4772.64,4.88,Monocot
Oncidium phymatochilum,Oncidium,5603.94,5.73,Monocot
Onobrychis viciifolia,Onobrychis,1222.5,1.25,Eudicot
Onopordum acanthium,Onopordum,1300.74,1.33,Eudicot
Onosma tornensis,Onosma,762.84,0.78,Eudicot
Onosma dalmatica,Onosma,948.66,0.97,Eudicot
Onosma heterotrichum,Onosma,1183.38,1.21,Eudicot
Onosma visianii,Onosma,2014.68,2.06,Eudicot
Onosma arenaria,Onosma,2523.24,2.58,Eudicot
Onosma stellulata,Onosma,2718.84,2.78,Eudicot
Onosma pseudoarenaria,Onosma,2806.86,2.87,Eudicot
Ophiopogon planiscapus,Ophiopogon,5916.9,6.05,Monocot
Ophiopogon japonicus,Ophiopogon,10269,10.5,Monocot
Oplismenus hirtellus,Oplismenus,2581.92,2.64,Monocot
Opuntia violacea,Opuntia,1995.12,2.04,Eudicot
Opuntia microdasys,Opuntia,2190.72,2.24,Eudicot
Opuntia dillenii,Opuntia,2229.84,2.28,Eudicot
Opuntia acaulis,Opuntia,3716.4,3.8,Eudicot
Orchidantha maxillaroides,Orchidantha,3471.9,3.55,Monocot
Orchis morio,Orchis,9427.92,9.64,Monocot
Origanum vulgare,Origanum,665.04,0.68,Eudicot
Ornithogalum maculatum,Ornithogalum,4009.8,4.1,Monocot
Ornithogalum oligophyllum,Ornithogalum,4352.1,4.45,Monocot
Ornithogalum virens,Ornithogalum,5163.84,5.28,Monocot
Ornithogalum saundersiae,Ornithogalum,6210.3,6.35,Monocot
Ornithogalum dubium,Ornithogalum,6846,7,Monocot
Ornithogalum candicans (= Galtonia candicans),Ornithogalum,6894.9,7.05,Monocot
Ornithogalum longibracteatum,Ornithogalum,7432.8,7.6,Monocot
Ornithogalum pyramidale,Ornithogalum,8459.7,8.65,Monocot
Ornithogalum magnum,Ornithogalum,9193.2,9.4,Monocot
Ornithogalum viridiflorum (= Galtonia viridiflora,Ornithogalum,10220.1,10.45,Monocot
Ornithogalum pyrenaicum,Ornithogalum,15207.9,15.55,Monocot
Ornithogalum sigmoideum,Ornithogalum,17261.7,17.65,Monocot
Ornithogalum apertum,Ornithogalum,17604,18,Monocot
Ornithogalum arabicum,Ornithogalum,17946.3,18.35,Monocot
Ornithogalum nutans,Ornithogalum,21467.1,21.95,Monocot
Ornithogalum umbellatum,Ornithogalum,24303.3,24.85,Monocot
Ornithogalum exscapum,Ornithogalum,29975.7,30.65,Monocot
Ornithogalum montanum,Ornithogalum,30415.8,31.1,Monocot
Ornithogalum narbonensis,Ornithogalum,32714.1,33.45,Monocot
Orobanche cernua,Orobanche,1418.1,1.45,Eudicot
Orobanche gracilis,Orobanche,1623.48,1.66,Eudicot
Orobanche densiflora,Orobanche,1750.62,1.79,Eudicot
Orobanche amethystea,Orobanche,1760.4,1.8,Eudicot
Orobanche minor,Orobanche,1789.74,1.83,Eudicot
Orobanche gracilis,Orobanche,1828.86,1.87,Eudicot
Orobanche austrohispanica,Orobanche,1848.42,1.89,Eudicot
Orobanche hederae,Orobanche,2278.74,2.33,Eudicot
Orobanche lutea,Orobanche,2415.66,2.47,Eudicot
Orobanche rapum-genistae,Orobanche,2513.46,2.57,Eudicot
Orobanche alsatica,Orobanche,2552.58,2.61,Eudicot
Orobanche picridis,Orobanche,2728.62,2.79,Eudicot
Orobanche alba,Orobanche,2728.62,2.79,Eudicot
Orobanche crenata,Orobanche,2777.52,2.84,Eudicot
Orobanche owerinii,Orobanche,3110.04,3.18,Eudicot
Orobanche transcaucasica,Orobanche,3119.82,3.19,Eudicot
Orobanche latisquama,Orobanche,3305.64,3.38,Eudicot
Orobanche teucrii,Orobanche,3393.66,3.47,Eudicot
Orobanche grossheimii,Orobanche,3462.12,3.54,Eudicot
Orobanche caryophyllacea,Orobanche,3481.68,3.56,Eudicot
Orobanche raddeana,Orobanche,3481.68,3.56,Eudicot
Orobanche anatolica,Orobanche,4586.82,4.69,Eudicot
Orobanche transcaucasica,Orobanche,5682.18,5.81,Eudicot
Orontium aquaticum,Orontium,14670,15,Monocot
Oropetium thomaeum,Oropetium,244.5,0.25,Monocot
Oropetium roxburgianum,Oropetium,518.34,0.53,Monocot
Orthophytum saxicola,Orthophytum,312.96,0.32,Monocot
Orychophragmus violaceus,Orychophragmus,1437.66,1.47,Eudicot
Oryza brachyantha,Oryza,342.3,0.35,Monocot
Oryza rufipogon,Oryza,449.88,0.46,Monocot
Oryza nivara,Oryza,459.66,0.47,Monocot
Oryza sativa,Oryza,489,0.5,Monocot
Oryza glumaepatula,Oryza,489,0.5,Monocot
Oryza meridionalis,Oryza,489,0.5,Monocot
Oryza punctata,Oryza,537.9,0.55,Monocot
Oryza eichingeri,Oryza,567.24,0.58,Monocot
Oryza barthii,Oryza,616.14,0.63,Monocot
Oryza stapfii,Oryza,635.7,0.65,Monocot
Oryza officinalis,Oryza,665.04,0.68,Monocot
Oryza longistaminata,Oryza,733.5,0.75,Monocot
Oryza glaberrima,Oryza,811.74,0.83,Monocot
Oryza granulata,Oryza,909.54,0.93,Monocot
Oryza grandiglumis,Oryza,978,1,Monocot
Oryza alta,Oryza,1026.9,1.05,Monocot
Oryza australiensis,Oryza,1056.24,1.08,Monocot
Oryza latifolia,Oryza,1124.7,1.15,Monocot
Oryza ridleyi,Oryza,1300.74,1.33,Monocot
Oryza punctata,Oryza,1662.6,1.7,Monocot
Oryza minuta,Oryza,1691.94,1.73,Monocot
Osmaronia cerasiformis,Osmaronia,489,0.5,Eudicot
Ostrya carpinifolia,Ostrya,410.76,0.42,Eudicot
Otochilus lancilabius,Otochilus,4743.3,4.85,Monocot
Oxalis corymbosa,Oxalis,361.86,0.37,Eudicot
Oxalis megalorrhiza,Oxalis,400.98,0.41,Eudicot
Oxalis medicaginea,Oxalis,420.54,0.43,Eudicot
Oxalis san-miguelii,Oxalis,430.32,0.44,Eudicot
Oxalis urubambensis,Oxalis,430.32,0.44,Eudicot
Oxalis lotoides,Oxalis,430.32,0.44,Eudicot
Oxalis oulophora,Oxalis,430.32,0.44,Eudicot
Oxalis ptychoclada,Oxalis,430.32,0.44,Eudicot
Oxalis vulcanicola,Oxalis,430.32,0.44,Eudicot
Oxalis mollis,Oxalis,440.1,0.45,Eudicot
Oxalis marcapatensis,Oxalis,440.1,0.45,Eudicot
Oxalis herrerae,Oxalis,449.88,0.46,Eudicot
Oxalis peduncularis,Oxalis,449.88,0.46,Eudicot
Oxalis lucumayensis,Oxalis,449.88,0.46,Eudicot
Oxalis sp. cfr. Melilotoides,Oxalis,459.66,0.47,Eudicot
Oxalis boliviana,Oxalis,469.44,0.48,Eudicot
Oxalis paucartambensis,Oxalis,469.44,0.48,Eudicot
Oxalis sp. cfr.teneriensis,Oxalis,469.44,0.48,Eudicot
Oxalis petrophila,Oxalis,479.22,0.49,Eudicot
Oxalis dillenii,Oxalis,489,0.5,Eudicot
Oxalis unduavensis,Oxalis,508.56,0.52,Eudicot
Oxalis humbertii,Oxalis,508.56,0.52,Eudicot
Oxalis tabaconasensis,Oxalis,518.34,0.53,Eudicot
Oxalis spiralis,Oxalis,518.34,0.53,Eudicot
Oxalis coralleoides,Oxalis,518.34,0.53,Eudicot
Oxalis cuzcensis,Oxalis,577.02,0.59,Eudicot
Oxalis fontana,Oxalis,596.58,0.61,Eudicot
Oxalis pes-caprae,Oxalis,674.82,0.69,Eudicot
Oxalis pes-caprae,Oxalis,811.74,0.83,Eudicot
Oxalis phaeotricha,Oxalis,821.52,0.84,Eudicot
Oxalis picchensis,Oxalis,821.52,0.84,Eudicot
Oxalis alstonii,Oxalis,860.64,0.88,Eudicot
Oxalis linearis,Oxalis,1124.7,1.15,Eudicot
Oxalis sepium,Oxalis,1154.04,1.18,Eudicot
Oxalis frutescens,Oxalis,1154.04,1.18,Eudicot
Oxalis hedysarifolia,Oxalis,1271.4,1.3,Eudicot
Oxalis renifolia,Oxalis,1398.54,1.43,Eudicot
Oxalis corniculata,Oxalis,1418.1,1.45,Eudicot
Oxalis glaucifolia,Oxalis,1447.44,1.48,Eudicot
Oxalis cratensis,Oxalis,1711.5,1.75,Eudicot
Oxalis tuberosa,Oxalis,1721.28,1.76,Eudicot
Oxalis rusciformis,Oxalis,2249.4,2.3,Eudicot
Oxalis barrelierii,Oxalis,2445,2.5,Eudicot
Oxalis bupleurifolia,Oxalis,2836.2,2.9,Eudicot
Oxalis acetosella,Oxalis,3129.6,3.2,Eudicot
Oxalis sellowii,Oxalis,3765.3,3.85,Eudicot
Oxalis refracta,Oxalis,4528.14,4.63,Eudicot
Oxalis hassleri,Oxalis,5134.5,5.25,Eudicot
Oxalis niederleinii,Oxalis,5457.24,5.58,Eudicot
Oxalis neuwiedii,Oxalis,6357,6.5,Eudicot
Oxalis sarmentosa,Oxalis,7335,7.5,Eudicot
Oxalis sellowii,Oxalis,7335,7.5,Eudicot
Oxalis eriocarpa,Oxalis,7628.4,7.8,Eudicot
Oxalis rhombeo-ovata,Oxalis,9320.34,9.53,Eudicot
Oxalis erosa,Oxalis,11833.8,12.1,Eudicot
Oxalis psoraleoides,Oxalis,13349.7,13.65,Eudicot
Oxalis dispar,Oxalis,16137,16.5,Eudicot
Oxybaphus nyctagineus,Oxybaphus,929.1,0.95,Eudicot
Oxytropis halleri,Oxytropis,4508.58,4.61,Eudicot
Pachycladon exilis,Pachycladon,430.32,0.44,Eudicot
Pachycladon fastigiata,Pachycladon,498.78,0.51,Eudicot
Pachycladon novae-zelandiae,Pachycladon,537.9,0.55,Eudicot
Pachysandra terminalis,Pachysandra,1691.94,1.73,Eudicot
Paederia scandens,Paederia,1369.2,1.4,Eudicot
Paeonia daurica,Paeonia,11784.9,12.05,Eudicot
Paeonia lagodechiana,Paeonia,11960.94,12.23,Eudicot
Paeonia delavayi,Paeonia,14357.04,14.68,Eudicot
Paeonia rockii,Paeonia,15110.1,15.45,Eudicot
Paeonia ruprechtiana,Paeonia,15198.12,15.54,Eudicot
Paeonia caucasica,Paeonia,15559.98,15.91,Eudicot
Paeonia lutea,Paeonia,15696.9,16.05,Eudicot
Paeonia mlokosewitschii,Paeonia,15824.04,16.18,Eudicot
Paeonia caucasica,Paeonia,15941.4,16.3,Eudicot
Paeonia tenuifolia,Paeonia,16185.9,16.55,Eudicot
Paeonia californica,Paeonia,16381.5,16.75,Eudicot
Paeonia hybrida,Paeonia,16997.64,17.38,Eudicot
Paeonia veitchii,Paeonia,16997.64,17.38,Eudicot
Paeonia mascula,Paeonia,17359.5,17.75,Eudicot
Paeonia anomala,Paeonia,18630.9,19.05,Eudicot
Paeonia broteroi,Paeonia,20538,21,Eudicot
Paeonia bakeri,Paeonia,24332.64,24.88,Eudicot
Paeonia tomentosa,Paeonia,25212.84,25.78,Eudicot
Paeonia peregrina,Paeonia,25897.44,26.48,Eudicot
Paeonia officinalis,Paeonia,26308.2,26.9,Eudicot
Paeonia wittmanniana,Paeonia,27462.24,28.08,Eudicot
Paeonia steveniana,Paeonia,27902.34,28.53,Eudicot
Paeonia clusii,Paeonia,28313.1,28.95,Eudicot
Paeonia macrophylla,Paeonia,29388.9,30.05,Eudicot
Paliurus spina-christi,Paliurus,322.74,0.33,Eudicot
Pancicia serbica,Pancicia,2073.36,2.12,Eudicot
Pancratium illyricum,Pancratium,17750.7,18.15,Monocot
Pancratium maritimum,Pancratium,29388.9,30.05,Monocot
Pandanus veitchii,Pandanus,831.3,0.85,Monocot
Pandanus odorifer (syn. P. tectorius),Pandanus,1242.06,1.27,Monocot
Pandanus fascicularis,Pandanus,1467,1.5,Monocot
Panicum capillare,Panicum,440.1,0.45,Monocot
Panicum miliaceum,Panicum,1017.12,1.04,Monocot
Panicum thermale,Panicum,1026.9,1.05,Monocot
Panicum virgatum,Panicum,1320.3,1.35,Monocot
Panicum esculentum,Panicum,1467,1.5,Monocot
Panicum dichotomiflorum,Panicum,1643.04,1.68,Monocot
Panicum virgatum,Panicum,1907.1,1.95,Monocot
Panicum virgatum,Panicum,2298.3,2.35,Monocot
Papaver nudicaule,Papaver,1711.5,1.75,Eudicot
Papaver persicum,Papaver,2278.74,2.33,Eudicot
Papaver ocellatum,Papaver,2278.74,2.33,Eudicot
Papaver atlanticum,Papaver,2298.3,2.35,Eudicot
Papaver ruprifragum,Papaver,2298.3,2.35,Eudicot
Papaver nordhagenianum,Papaver,2347.2,2.4,Eudicot
Papaver hybridum,Papaver,2425.44,2.48,Eudicot
Papaver kerneri,Papaver,2474.34,2.53,Eudicot
Papaver rhoeas,Papaver,2572.14,2.63,Eudicot
Papaver fugax,Papaver,2621.04,2.68,Eudicot
Papaver gracile,Papaver,2718.84,2.78,Eudicot
Papaver lateritium,Papaver,2738.4,2.8,Eudicot
Papaver spicatum,Papaver,2836.2,2.9,Eudicot
Papaver commutatum,Papaver,2836.2,2.9,Eudicot
Papaver trinifolium,Papaver,2963.34,3.03,Eudicot
Papaver glaucum,Papaver,3031.8,3.1,Eudicot
Papaver tauricola,Papaver,3305.64,3.38,Eudicot
Papaver dubium,Papaver,3647.94,3.73,Eudicot
Papaver somniferum,Papaver,3716.4,3.8,Eudicot
Papaver setigerum,Papaver,3912,4,Eudicot
Papaver nudicaule,Papaver,4039.14,4.13,Eudicot
Papaver dubium,Papaver,4401,4.5,Eudicot
Papaver bracteatum,Papaver,4792.2,4.9,Eudicot
Papaver setigerum,Papaver,6533.04,6.68,Eudicot
Papaver orientale,Papaver,8733.54,8.93,Eudicot
Paphiopedilum exul,Paphiopedilum,16137,16.5,Monocot
Paphiopedilum godefroye,Paphiopedilum,17437.74,17.83,Monocot
Paphiopedilum concolor,Paphiopedilum,19051.44,19.48,Monocot
Paphiopedilum primulinum,Paphiopedilum,20469.54,20.93,Monocot
Paphiopedilum armeniacum,Paphiopedilum,20635.8,21.1,Monocot
Paphiopedilum victoria-mariae,Paphiopedilum,20929.2,21.4,Monocot
Paphiopedilum delenatii,Paphiopedilum,21349.74,21.83,Monocot
Paphiopedilum villosum,Paphiopedilum,21985.44,22.48,Monocot
Paphiopedilum rothschildianum,Paphiopedilum,22102.8,22.6,Monocot
Paphiopedilum micranthum,Paphiopedilum,22278.84,22.78,Monocot
Paphiopedilum haynaldianum,Paphiopedilum,22347.3,22.85,Monocot
Paphiopedilum insigne,Paphiopedilum,22542.9,23.05,Monocot
Paphiopedilum philippinense,Paphiopedilum,22738.5,23.25,Monocot
Paphiopedilum glanduliferum,Paphiopedilum,23227.5,23.75,Monocot
Paphiopedilum callosum,Paphiopedilum,23550.24,24.08,Monocot
Paphiopedilum lowii,Paphiopedilum,23990.34,24.53,Monocot
Paphiopedilum gratrixianum,Paphiopedilum,24450,25,Monocot
Paphiopedilum javanicum,Paphiopedilum,24743.4,25.3,Monocot
Paphiopedilum bullenianum,Paphiopedilum,25281.3,25.85,Monocot
Paphiopedilum lawrenceanum,Paphiopedilum,25555.14,26.13,Monocot
Paphiopedilum druryi,Paphiopedilum,26161.5,26.75,Monocot
Paphiopedilum adductum,Paphiopedilum,26435.34,27.03,Monocot
Paphiopedilum purpuratum,Paphiopedilum,26533.14,27.13,Monocot
Paphiopedilum tonsum,Paphiopedilum,27628.5,28.25,Monocot
Paphiopedilum sukhakulii,Paphiopedilum,29095.5,29.75,Monocot
Paphiopedilum mastersianum,Paphiopedilum,29095.5,29.75,Monocot
Paphiopedilum ciliolare,Paphiopedilum,29829,30.5,Monocot
Paphiopedilum appletonianum,Paphiopedilum,31785,32.5,Monocot
Paphiopedilum barbatum,Paphiopedilum,33007.5,33.75,Monocot
Paphiopedilum wardii,Paphiopedilum,33741,34.5,Monocot
